model,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,precision@90%,recall@90%,f1@90%,coverage,precision@95%,recall@95%,f1@95%,coverage_95,train_time_s
Word2Vec-w+LR,0.646,0.8499075501891356,0.799898389726073,0.4598,0.906062855582798,0.9125,0.8378,0.8702,0.8048,0.9216,0.8534,0.8837,0.6831,18.7
